98.693	6170	0.32	0.16	9.54	9.57	21.52	21.07	0.12	100	232.52
100.003	6197	0.28	-0.01	9.18	9.17	21.71	21.35	0.12	100	232.58
101.312	6171	0.09	-0.15	8.73	8.67	21.28	21.06	0.12	100	232.32
102.622	6201	0.24	0	8.45	8.39	20.29	20.21	0.12	100	232.52
103.93	6207	-0.02	0.01	8.37	8.37	18.99	18.99	0.13	100	232.15
105.238	6200	0.02	0.05	8.38	8.37	17.94	18.05	0.14	100	232.29
106.549	6211	-0.1	0.05	8.38	8.37	17.74	17.73	0.14	100	232.61
107.859	6174	-0.12	0.15	8.31	8.28	18.27	18.12	0.14	100	232.46
109.168	6202	0.08	-0.03	8.35	8.41	19.09	18.66	0.14	100	232.45
110.476	6197	-0.16	-0.01	8.76	8.82	19.69	19.14	0.14	100	232.2
111.785	6190	0.19	0.05	9.2	9.29	20.19	19.51	0.14	100	232.37
113.094	6210	0.31	0	9.59	9.66	20.8	20.15	0.13	100	232.34
114.402	6172	-0.34	0.02	9.64	9.73	21.47	20.79	0.13	100	232.19
115.711	6212	-0.03	0.05	9.51	9.56	21.88	21.29	0.13	100	232.22
117.019	6198	0.14	-0.03	9.25	9.32	21.91	21.34	0.12	100	232.26
118.329	6190	0.13	0.08	9.01	9.06	21.44	20.94	0.12	100	232.43
119.638	6196	0.16	0.09	8.84	8.93	20.67	20.24	0.11	100	232.46
120.946	6194	0.13	0.03	8.58	8.6	19.73	19.33	0.12	100	232.13
122.254	6208	0.09	-0.08	8.21	8.22	18.9	18.66	0.13	100	232.17
123.562	6182	0.16	0.06	7.93	7.93	18.3	18.12	0.14	100	232.22
124.871	6223	-0.08	0.08	7.84	7.89	18.09	17.77	0.15	100	232.3
126.18	6197	-0.13	0.12	7.87	7.91	18.49	17.77	0.14	100	232.43
127.49	6189	0.03	0.17	7.89	7.89	19.14	18.24	0.15	100	232.54
128.802	6218	0.05	-0.15	7.9	7.9	19.63	18.8	0.16	100	232.87
130.116	6199	-0.21	0.09	7.9	7.87	19.54	18.87	0.16	100	233.1
131.427	6205	0.18	0.02	7.91	7.89	19.1	18.4	0.16	100	232.85
132.739	6228	0.04	0.03	7.99	7.94	18.48	17.88	0.17	100	232.76
134.052	6212	-0.23	0.05	8.19	8.21	18.26	17.55	0.16	100	233.18
135.366	6208	0.13	0.17	8.36	8.45	18.6	17.73	0.16	100	233.08
136.68	6211	-0.07	0.1	8.44	8.56	19.56	18.43	0.17	100	233.36
137.997	6204	0.23	0.09	8.47	8.52	20.47	19.42	0.16	100	233.71
139.313	6202	0.1	-0.04	8.44	8.47	21.01	20	0.15	100	233.7
140.63	6212	-0.05	-0.06	8.34	8.4	20.88	19.94	0.14	100	233.69
141.944	6213	0.16	0.05	8.09	8.2	20.19	19.35	0.14	100	233.26
143.257	6224	0	-0.04	7.84	7.89	19.06	18.56	0.14	100	233.04
144.572	6231	-0.08	0.06	7.63	7.62	18.01	17.63	0.14	100	233.34
145.885	6220	-0.11	0.19	7.52	7.48	17.34	16.98	0.14	100	233.05
147.199	6237	0.18	0.04	7.61	7.65	17.22	16.79	0.14	100	233.27
148.514	6227	-0.05	0.04	7.98	8.01	17.67	17.2	0.14	100	233.48
149.828	6208	0.3	0.02	8.48	8.59	18.68	17.98	0.14	100	233.29
151.145	6241	-0.16	0.01	9.06	9.22	20.1	19.15	0.14	100	233.61
152.459	6212	0.08	0.12	9.5	9.71	21.33	20.35	0.14	100	233.27
153.774	6212	0.14	0.03	9.85	9.98	21.98	21.19	0.14	100	233.43
155.091	6248	0.01	0.14	10.07	10.13	22.07	21.41	0.14	100	233.74
156.408	6219	0.47	0.03	10.26	10.31	21.96	21.39	0.14	100	233.79
157.727	6215	0.11	0.05	10.46	10.54	21.85	21.43	0.14	100	234.23
159.047	6239	-0.02	-0.11	10.51	10.56	21.78	21.49	0.14	100	234.24
160.365	6242	0.1	0.14	9.98	9.98	21.76	21.63	0.14	100	233.98
161.684	6230	0.09	-0.08	8.98	8.99	21.8	21.61	0.14	100	234.06
163	6240	-0.1	0.1	7.75	7.81	21.28	21	0.14	100	233.61
164.317	6236	-0.04	-0.2	6.88	6.99	19.9	19.35	0.14	100	233.79
165.635	6257	0.14	0.16	6.35	6.41	17.69	17.12	0.14	100	233.94
166.952	6284	0.3	0	6.07	6.06	15.46	14.92	0.14	100	233.76
168.269	6252	-0.11	0.12	5.95	5.97	14	13.72	0.14	100	233.84
169.586	6245	0.07	0.19	6.21	6.28	13.84	13.69	0.14	100	233.64
170.902	6245	0.04	0.13	6.91	6.94	15.06	15.04	0.14	100	233.6
172.219	6229	0.47	0.14	7.99	8.01	17.26	17.15	0.13	100	233.78
173.536	6248	0.05	-0.08	8.96	9.02	19.67	19.4	0.13	100	233.86
174.856	6226	0.05	-0.04	9.63	9.75	21.36	20.93	0.13	100	234.26
176.178	6247	0.13	-0.17	9.88	9.93	22.07	21.67	0.12	100	234.62
177.499	6227	0.25	-0.01	9.82	9.79	21.81	21.66	0.13	100	234.54
178.819	6231	-0.15	0.1	9.52	9.48	20.95	21	0.13	100	234.33
180.139	6259	0.17	0.12	9.13	9.17	19.52	19.62	0.14	100	234.33
181.459	6255	0.1	0.03	8.72	8.78	18.12	17.96	0.15	100	234.31
182.782	6269	0.41	0.06	8.33	8.36	17.21	16.86	0.14	100	234.74
184.105	6234	-0.27	0	7.93	7.95	17.19	16.64	0.15	100	234.77
185.426	6267	0.17	0.11	7.7	7.76	17.72	17.1	0.15	100	234.58
186.748	6250	0.18	0	7.69	7.77	18.37	17.79	0.15	100	234.63
188.068	6257	0.16	0.07	7.89	7.92	18.85	18.32	0.15	100	234.36
189.388	6269	0.14	-0.03	8.07	8.07	19.07	18.46	0.16	100	234.25
190.708	6259	0.08	-0.07	8.14	8.2	19.07	18.3	0.15	100	234.3
192.03	6248	0.28	0.11	8.1	8.23	18.73	18.04	0.15	100	234.62
193.354	6268	-0.14	0.06	8.36	8.46	18.42	17.86	0.14	100	235.06
194.679	6267	0.12	0.26	8.86	8.98	18.54	17.92	0.14	100	235.15
196.003	6245	0.09	-0.11	9.57	9.77	19.5	18.75	0.14	100	235.03
197.326	6254	0.23	0.06	10.2	10.42	20.93	20.1	0.13	100	234.94
198.65	6257	0.17	-0.12	10.6	10.77	22	21.37	0.13	100	234.91
199.974	6241	0.09	-0.1	10.7	10.8	22.44	21.79	0.14	100	235.08
201.299	6256	0.27	0.05	10.46	10.64	22.28	21.51	0.13	100	235.1
202.623	6247	0.17	0.03	10.15	10.35	21.4	20.62	0.13	100	234.98
203.949	6273	0.34	0.12	9.81	9.99	20	19.17	0.13	100	235.37
205.274	6286	-0.06	-0.01	9.31	9.41	18.65	17.76	0.13	100	235.31
206.598	6259	0.22	0.09	8.49	8.59	18.28	17.18	0.12	100	235
207.923	6286	0.21	-0.05	7.76	7.8	18.47	17.73	0.11	100	235.09
209.247	6263	-0.34	0.05	7.39	7.39	18.86	18.26	0.13	100	235
210.573	6272	0.11	0.13	7.68	7.56	19.06	18.44	0.15	100	235.41
211.899	6283	0.04	0	8.27	8.18	19.13	18.38	0.17	100	235.37
213.224	6271	0.2	0.12	8.87	8.76	19.1	18.45	0.18	100	235.3
214.551	6270	-0.47	-0.04	9.15	8.99	19.39	18.95	0.2	100	235.47
215.877	6269	0	0.09	9.11	8.87	20.03	19.44	0.22	100	235.3
217.202	6273	-0.12	0.01	8.98	8.66	20.57	19.85	0.23	100	235.21
218.527	6261	-0.1	0	8.97	8.71	20.44	19.8	0.24	100	235.27
219.853	6278	-0.29	0.05	9.27	9.03	20.04	19.39	0.24	100	235.38
221.18	6276	-0.09	-0.08	9.6	9.35	19.8	19.1	0.22	100	235.52
222.505	6282	-0.25	0.04	9.78	9.44	20.07	19.47	0.21	100	235.23
223.83	6281	-0.43	0.17	9.72	9.31	20.57	20.06	0.2	100	235.14
225.155	6273	-0.37	-0.05	9.73	9.34	21.08	20.64	0.2	100	235.17
226.481	6283	-0.23	0.06	9.93	9.5	21.47	20.86	0.2	100	235.31
227.807	6282	-0.06	-0.12	10.2	9.81	21.68	21.2	0.2	100	235.49
229.134	6274	-0.53	0.07	10.49	10.1	21.82	21.49	0.2	100	235.51
230.46	6262	-0.14	0.05	10.66	10.31	21.92	21.65	0.21	100	235.34
231.787	6272	-0.31	0	10.8	10.37	21.93	21.74	0.22	100	235.47
233.114	6253	0	-0.01	10.86	10.36	21.89	21.73	0.22	100	235.56
234.439	6146	-0.33	-0.49	11.03	10.52	21.59	21.56	0.21	100	235.32
235.765	6100	-0.13	-0.92	11.3	10.81	20.71	21.14	0.21	100	235.35
237.09	6176	-0.23	-1.5	11.69	11.11	19.62	20.66	0.21	100	235.09
238.409	5974	-0.27	-1.83	11.97	11.29	18.58	20.14	0.19	100	234.17
239.722	5715	-0.07	-2.15	11.97	11.24	18.11	19.56	0.17	100	233.1
241.029	5737	-0.43	-2.27	11.83	11.2	17.57	18.85	0.15	100	232.01
242.33	6169	-0.33	-2.38	11.76	11.13	16.77	17.91	0.1	100	230.83
243.622	5992	-0.15	-2.2	11.8	11.16	15.61	16.69	0.07	97.88	229.32
244.905	5756	-0.27	-2.06	11.66	11.03	14.42	15.48	0.04	93.57	227.86
246.182	5569	-0.63	-2.13	11.36	10.75	13.29	14.65	0	87.06	226.53
247.448	5566	-0.37	-2.49	11.09	10.44	12.28	13.93	-0.03	78.37	224.83
248.704	5780	-0.05	-2.53	10.94	10.3	11.49	13.22	-0.05	67.49	222.93
249.951	5637	-0.33	-2.41	11.06	10.48	11	12.4	-0.09	54.42	221.39
251.191	5750	-0.6	-2.48	11.66	11.06	10.63	11.97	-0.14	41.28	220
252.421	6288	-0.26	-2.65	12.25	11.65	10.43	11.95	-0.19	30.26	218.41
253.644	6137	-0.33	-2.76	12.62	12.04	10.86	12.4	-0.22	21.42	216.98
254.857	5949	-0.24	-2.75	12.37	11.86	11.88	13.18	-0.26	14.78	215.35
256.059	5749	0	-2.64	12.06	11.58	12.58	13.91	-0.3	10.33	213.31
257.249	5624	-0.5	-2.55	11.84	11.35	12.31	14.12	-0.3	8.07	211.27
258.428	5879	-0.51	-2.67	11.86	11.4	11.53	13.66	-0.29	8	209.27
259.596	5774	-0.04	-2.48	11.86	11.41	10.7	12.94	-0.25	8	207.36
260.756	5552	-0.07	-2.62	11.67	11.11	10.15	12.53	-0.22	8	205.83
261.905	5483	-0.14	-2.42	11.3	10.74	9.69	12.37	-0.19	8	203.94
263.042	5666	-0.38	-2.37	11.06	10.43	9.33	12.3	-0.17	8	201.91
264.17	5620	-0.32	-2.38	10.97	10.2	9.19	11.91	-0.16	8	200.25
265.289	5432	0.1	-2.39	10.59	9.86	8.97	11.54	-0.15	8	198.55
266.398	6208	-0.22	-2.47	10.12	9.43	8.76	11.14	-0.14	8	196.88
267.496	6745	-0.33	-2.51	9.51	9.03	8.31	10.28	-0.12	8	194.93
268.584	6345	-0.22	-1.97	9.21	8.67	7.66	9.13	-0.1	8	193.06
269.663	5800	-0.38	-1.87	8.94	8.32	6.65	7.9	-0.08	8	191.51
270.732	5556	-0.25	-2.08	8.71	8.08	5.63	7.09	-0.06	8	189.75
271.792	5950	-0.31	-2.18	8.47	7.79	4.95	6.5	-0.02	8	188.21
272.843	6118	-0.43	-2.19	8.31	7.59	5.18	5.75	0.04	8	186.61
273.885	5898	-0.2	-2.12	8.27	7.46	5.7	5.62	0.09	8	184.93
274.921	5753	-0.5	-1.86	8.23	7.39	5.97	5.47	0.12	8	183.78
275.949	5778	-0.65	-1.93	8.1	7.32	5.91	5.77	0.1	8	182.48
276.968	5898	-0.71	-1.98	7.94	7.13	5.7	5.79	0.01	8	181.02
277.981	5773	-0.6	-1.77	7.84	7.06	5.6	5.83	-0.1	8	179.81
278.989	5655	-0.63	-1.79	7.83	7.03	5.34	5.49	-0.18	8	178.84
279.989	5675	-0.2	-1.94	7.93	7.23	5.06	4.83	-0.28	9.5	177.55
280.982	5655	-0.47	-1.8	8.14	7.41	4.8	4.68	-0.31	9.5	176.23
281.968	5530	-0.69	-1.83	8.32	7.63	5.06	4.72	-0.33	9.5	175.02
282.947	5565	-0.44	-2.02	8.35	7.55	5.62	5.61	-0.31	9.5	173.76
283.917	5615	-0.23	-2.13	8.17	7.35	6.4	6.36	-0.25	9.5	172.1
284.877	5569	-0.58	-1.86	8.03	7.17	6.78	7.1	-0.17	9.5	170.52
285.831	5420	-0.94	-1.77	8.13	7.2	6.77	7.03	-0.04	9.5	169.32
286.779	5532	-0.5	-1.97	8.31	7.41	6.44	6.28	0.08	8	168.31
287.722	6565	-0.6	-1.83	8.36	7.5	5.71	5.57	0.17	8	167.37
288.658	6495	-0.71	-1.77	8	7.16	5.2	5.08	0.24	8	166.09
289.587	5978	-0.81	-1.79	7.37	6.43	5.27	4.99	0.32	8	164.85
290.509	5772	-0.77	-1.42	6.57	5.53	5.6	5.03	0.41	8	163.69
291.424	6073	-0.97	-1.56	5.92	4.88	5.61	4.75	0.46	8	162.47
292.333	6486	-0.87	-1.66	5.69	4.69	4.97	4.55	0.5	8	161.37
293.237	6300	-0.95	-1.63	5.75	4.73	4.61	3.63	0.53	8	160.34
294.134	6090	-0.54	-1.34	5.76	4.69	4.46	2.93	0.54	8	159.34
295.028	5843	-0.6	-1.4	5.28	4.33	4.48	2.33	0.5	8	158.65
295.915	5707	-0.88	-1.37	4.72	3.85	4.26	2.23	0.45	8	157.38
296.794	6007	-1.13	-1.47	4.58	3.75	4.13	1.9	0.4	8	156.04
297.669	6116	-0.88	-1.29	4.87	3.88	3.75	1.35	0.36	8	155.41
298.54	5897	-0.75	-1.19	5.18	4.09	3.35	1.25	0.27	8	154.48
299.404	5695	-1.16	-1.18	5.28	4.11	3.23	1.63	0.19	8	153.42
300.263	5569	-1.62	-1.31	5.49	4.26	3.82	2.51	0.14	8	152.52
301.117	5876	-1.38	-1.54	5.98	4.65	4.85	2.96	0.13	8	151.47
301.965	5938	-1.3	-1.49	6.66	5.25	5.61	3.54	0.17	8	150.51
302.808	5757	-1.89	-1.5	7.27	5.95	6.45	3.69	0.28	8	149.64
303.645	5573	-1.48	-1.42	7.57	6.27	7.22	4.11	0.46	8	148.59
304.476	5577	-1.74	-1.41	7.61	6.32	8.11	4.3	0.64	8	147.6
305.303	5725	-1.82	-1.49	7.52	6.14	8.4	4.62	0.79	8	146.68
306.123	5690	-1.74	-1.48	7.45	6.14	8.24	4.83	0.95	8	145.66
306.936	5501	-1.45	-1.42	7.28	5.95	7.77	4.7	1.12	8	144.19
307.742	5382	-1.43	-1.2	7.04	5.74	7.24	4.41	1.25	8	143.23
308.544	5406	-1.49	-1.52	6.74	5.44	6.65	3.91	1.33	8	142.34
309.342	5455	-1.31	-1.32	6.5	5.3	6.03	3.48	1.39	8	141.49
310.133	5282	-1.87	-1.24	6.31	5.11	5.74	2.86	1.42	8	140.55
310.918	5201	-1.33	-1.25	6.22	5.01	5.79	2.28	1.46	8	139.29
311.697	5198	-1.67	-1.17	6.13	4.86	6.02	1.92	1.48	8	138.35
312.473	5195	-1.8	-1.32	6.22	4.91	6.26	1.81	1.51	8	137.62
313.242	5147	-2.06	-1.22	6.31	4.91	6.53	1.86	1.55	8	136.52
314.006	5075	-2	-1.14	6.61	5.14	6.91	1.9	1.58	8	135.56
314.767	5076	-2.09	-1.19	6.75	5.22	7.28	1.99	1.6	8	135.08
315.523	4991	-2.14	-1.03	6.89	5.35	7.58	2.36	1.61	8	134.3
316.277	5000	-2.14	-0.94	6.87	5.32	7.82	2.77	1.59	8	133.75
317.024	5025	-2.13	-0.94	6.83	5.28	8.01	3.42	1.49	8	132.72
317.769	5115	-2.36	-0.65	6.79	5.2	8.32	4.28	1.31	8	132.14
318.51	5053	-1.98	-0.59	6.73	5.1	8.75	5.09	1.04	8	131.59
319.248	5017	-2.01	-0.58	6.6	4.93	8.92	6.1	0.73	8	131.03
319.984	5035	-2.14	-0.51	6.41	4.74	8.94	6.76	0.41	8	130.49
320.715	5013	-2.11	-0.55	6.21	4.5	8.98	7.09	0.17	8	129.82
321.443	5043	-2	-0.5	6.14	4.36	9.13	7.01	-0.05	8	129.3
322.168	4960	-1.99	-0.46	6.1	4.28	9.22	6.61	-0.17	8	128.68
322.889	4966	-2.25	-0.6	6.17	4.32	9.24	6.42	-0.17	8	127.96
323.607	4931	-2.31	-0.65	6.17	4.35	9.39	6.13	-0.06	8	127.38
324.319	4937	-2.12	-0.66	6.18	4.4	9.73	5.89	0.16	8	126.48
325.029	4889	-2.2	-0.73	6.13	4.41	9.98	5.61	0.45	8	125.99
325.735	4885	-2.32	-0.78	6.13	4.47	10.13	5.45	0.8	8	125.23
326.436	4860	-2.32	-0.77	6.14	4.51	10.14	5.32	1.14	8	124.56
327.134	4828	-2.21	-0.71	6.09	4.53	10.1	5.18	1.54	8	123.83
327.828	4828	-2.2	-0.69	6.02	4.48	10.22	5.03	1.87	10.19	123.13
328.519	4805	-2.45	-0.65	6.06	4.58	10.49	4.83	2.11	14.57	122.66
329.207	4837	-2.2	-0.57	6.13	4.7	10.74	4.19	2.42	21.14	122.22
329.893	4796	-2.01	-0.44	6.03	4.75	10.71	3.58	2.68	29.9	121.73
330.576	4776	-2.27	-0.5	5.62	4.54	10.7	3.01	2.88	38.67	121.25
331.255	4726	-2.08	-0.6	5.18	4.23	10.89	2.96	3.07	48.43	120.51
331.931	4761	-2.09	-0.6	4.88	3.94	11.18	2.96	3.22	56	120.02
332.606	4738	-1.95	-0.52	4.87	3.84	11.17	3	3.34	59.19	119.77
333.279	4684	-2.09	-0.51	4.9	3.83	10.68	3.03	3.42	58	119.41
333.95	4674	-2.16	-0.51	4.93	3.83	10.18	2.97	3.49	52.43	119.19
334.618	4657	-2.04	-0.54	4.8	3.68	9.64	2.93	3.56	44.67	118.56
335.283	4656	-1.9	-0.53	4.69	3.48	9.12	2.86	3.62	35.71	118.06
335.948	4607	-2.12	-0.52	4.68	3.39	8.59	2.65	3.67	25.76	117.98
336.61	4589	-2.17	-0.49	4.84	3.43	8.1	2.52	3.72	18	117.52
337.27	4573	-2.26	-0.48	5.01	3.53	7.99	2.29	3.77	12.43	117.17
337.929	4578	-2.02	-0.52	5.08	3.57	8.14	2.27	3.8	9.05	117.02
338.586	4560	-2.27	-0.51	5.05	3.55	8.44	2.66	3.83	7.86	116.54
339.24	4546	-2.51	-0.45	5.04	3.54	8.95	3.14	3.85	6.86	116.09
339.892	4554	-2.32	-0.43	5.18	3.58	9.37	3.65	3.84	7.05	115.73
340.542	4557	-2.18	-0.28	5.43	3.79	9.74	4.03	3.74	7.24	115.3
341.19	4540	-2.55	-0.23	5.66	3.97	9.86	4.6	3.53	7.43	115.02
341.836	4524	-2.36	-0.28	5.67	4.06	9.9	5.15	3.21	7.62	114.68
342.481	4522	-2.1	-0.25	5.38	3.83	10.01	5.42	2.86	7.81	114.57
343.124	4515	-2.02	-0.24	4.91	3.44	10.11	5.44	2.55	8	114.19
343.765	4493	-2.07	-0.24	4.49	3.05	10.07	5.48	2.33	8	113.66
344.404	4480	-2.06	-0.23	4.25	2.8	9.98	5.38	2.24	8	113.52
345.041	4477	-1.99	-0.27	4.16	2.72	9.77	4.97	2.26	8	112.92
345.673	4470	-1.99	-0.22	4.14	2.69	9.52	4.44	2.4	8	112.21
346.305	4459	-2.12	-0.23	4.25	2.74	9.31	3.89	2.62	8	112.17
346.935	4453	-2.17	-0.25	4.43	2.89	9.14	3.56	2.88	8	111.88
347.565	4450	-2.11	-0.23	4.62	3.05	8.99	3.47	3.15	8	111.78
348.194	4438	-2.15	-0.26	4.46	2.96	8.78	3.77	3.45	8	111.76
348.821	4424	-2.01	-0.32	4.2	2.7	8.71	4.16	3.79	10.19	111.29
349.447	4414	-1.99	-0.32	3.91	2.45	8.95	4.51	4.18	12.38	111.1
350.072	4410	-2.01	-0.32	3.88	2.41	9.35	4.81	4.6	14.57	110.86
350.693	4400	-2.18	-0.32	4.03	2.59	9.6	4.9	5.02	16.76	110.26
351.312	4379	-2.23	-0.29	4.31	2.84	9.62	4.71	5.38	18.95	109.94
351.931	4368	-2.02	-0.28	4.57	3.06	9.53	4.33	5.65	21.14	109.75
352.548	4373	-1.98	-0.31	4.59	3.15	9.37	4.12	5.82	21.14	109.68
353.166	4362	-2.01	-0.27	4.28	2.9	8.99	3.98	5.95	18.95	109.69
353.783	4338	-2.07	-0.28	3.94	2.67	8.73	3.86	6.04	16.76	109.35
354.398	4328	-2.07	-0.32	3.79	2.43	8.79	3.62	6.1	14.57	109.25
355.014	4332	-2.05	-0.32	3.93	2.5	9.06	3.41	6.16	12.38	109.27
355.627	4326	-2.16	-0.28	4.15	2.62	9.11	3.33	6.19	10.19	108.91
356.24	4315	-2.2	-0.3	4.25	2.74	9.02	3.38	6.2	8	108.82
356.853	4302	-2.17	-0.28	4.28	2.79	8.94	3.51	6.22	8	108.76
357.463	4400	-2.04	-0.29	4.22	2.75	8.97	3.62	6.23	8	108.36
358.073	4410	-2.14	-0.22	4.09	2.62	8.91	3.76	6.24	8	108.18
358.681	4377	-2.15	-0.2	3.94	2.52	8.78	3.77	6.25	8	108.03
359.287	4362	-2.24	-0.19	3.87	2.45	8.63	3.67	6.25	8	107.56
359.892	4407	-2.36	-0.22	3.94	2.51	8.76	3.38	6.23	8.6	107.38
360.497	4402	-2.27	-0.16	4.08	2.59	8.97	3.15	6.19	9.81	107.33
361.1	4277	-2.09	-0.08	4.08	2.62	9.11	2.94	6.12	11.64	106.98
